People,Density,EntryRate,Temp,Humidity,CO2,Airflow,Time,Session,OutsideTemp,RoomSize,ACCapacity,ACUnits,Feedback
142,0.71,11,30.82,60,1232,0.66,15,Networking,32,200,2.5,2,1
68,0.34,17,27.54,59,853,0.42,15,Networking,29,200,2.5,2,1
40,0.2,9,25.26,70,667,0.31,17,Lecture,37,200,2.0,3,0
109,0.55,11,30.67,47,1100,0.6,15,Networking,38,200,2.5,2,1
170,0.85,15,31.31,60,1480,0.61,10,Empty,28,200,2.0,2,1
167,0.83,9,31.74,51,1392,0.23,13,Lecture,35,200,2.5,2,1
104,0.52,23,29.2,68,959,0.69,12,Networking,34,200,1.5,2,1
121,0.6,25,29.1,43,1139,0.36,10,Networking,41,200,2.5,1,1
76,0.38,9,26.9,53,930,0.94,17,Networking,31,200,2.0,1,0
127,0.64,8,29.61,45,1221,0.38,17,Networking,36,200,2.0,1,1
33,0.17,25,25.07,72,528,0.31,13,Lecture,31,200,1.5,1,1
180,0.9,0,33.86,68,1558,0.7,17,Empty,40,200,2.0,1,1
147,0.73,25,29.12,55,1215,0.41,9,Empty,29,200,2.5,3,1
121,0.6,6,30.32,48,1077,0.74,13,Lecture,41,200,2.5,3,1
186,0.93,4,33.34,67,1500,0.36,11,Lecture,37,200,2.0,1,1
9,0.04,24,24.92,60,494,0.84,18,Networking,41,200,2.0,1,0
83,0.41,0,28.21,72,901,0.63,11,Empty,36,200,2.0,1,1
70,0.35,16,26.97,47,771,0.22,11,Lecture,39,200,1.5,1,0
21,0.1,24,24.37,52,551,0.3,12,Networking,31,200,2.5,3,1
91,0.46,11,27.43,55,915,0.97,15,Empty,42,200,2.0,1,1
124,0.62,8,29.9,50,1108,0.55,10,Lecture,37,200,2.5,2,1
172,0.86,18,32.19,49,1463,0.95,15,Empty,42,200,1.5,4,1
130,0.65,15,28.48,49,1112,0.33,15,Networking,32,200,2.0,1,1
198,0.99,2,34.86,48,1527,0.41,13,Networking,39,200,2.5,2,1
53,0.27,22,25.73,40,686,0.9,17,Empty,31,200,2.5,1,0
92,0.46,19,27.88,75,983,0.68,15,Lecture,28,200,2.0,3,1
14,0.07,1,23.56,68,472,0.63,17,Networking,42,200,1.5,2,-1
27,0.14,1,22.97,47,611,0.34,14,Empty,28,200,2.5,4,-1
128,0.64,16,30.21,53,1217,0.71,18,Lecture,30,200,2.5,3,1
15,0.07,4,25.05,75,492,0.22,11,Networking,29,200,2.0,1,1
100,0.5,25,30.06,60,1066,0.38,9,Empty,41,200,1.5,4,1
193,0.96,24,33.23,61,1585,0.3,14,Networking,39,200,2.5,2,1
104,0.52,23,28.2,44,964,0.55,15,Lecture,40,200,1.5,1,1
121,0.6,23,29.9,66,1118,0.88,14,Empty,41,200,2.0,2,1
19,0.1,2,24.8,67,574,0.86,9,Lecture,36,200,2.0,1,1
8,0.04,20,23.22,54,441,0.5,16,Empty,34,200,2.0,4,-1
196,0.98,6,33.23,66,1647,0.58,16,Lecture,34,200,1.5,3,1
12,0.06,1,22.49,62,428,0.96,14,Empty,28,200,2.5,2,-1
63,0.32,21,27.35,69,760,0.8,15,Empty,39,200,2.5,1,1
18,0.09,17,22.96,67,556,0.98,12,Empty,33,200,2.5,1,-1
131,0.66,16,30.96,67,1195,0.51,14,Empty,34,200,2.0,4,1
68,0.34,7,27.48,51,880,0.28,14,Empty,36,200,2.0,4,1
134,0.67,13,30.55,42,1210,0.62,18,Empty,40,200,2.0,1,1
44,0.22,4,26.07,64,696,0.69,16,Networking,29,200,2.0,3,1
32,0.16,11,25.6,59,579,0.37,11,Empty,38,200,2.5,1,-1
80,0.4,18,28.28,73,899,0.44,15,Networking,31,200,2.5,3,1
136,0.68,5,31.12,40,1285,0.37,15,Lecture,35,200,2.0,4,1
174,0.87,1,31.91,63,1445,0.46,16,Empty,38,200,1.5,4,1
12,0.06,4,24.41,71,494,0.27,9,Lecture,34,200,1.5,4,1
132,0.66,1,28.76,45,1152,0.35,12,Networking,36,200,1.5,3,1
4,0.02,11,23.49,58,497,0.42,9,Lecture,41,200,2.0,3,-1
149,0.74,7,31.68,59,1245,0.85,16,Empty,30,200,2.5,1,1
40,0.2,15,27.07,73,662,0.45,10,Networking,41,200,2.0,1,1
114,0.57,17,29.25,63,1152,0.97,15,Networking,32,200,2.5,1,1
171,0.85,18,30.81,42,1500,0.9,18,Networking,35,200,2.5,3,1
124,0.62,3,28.1,74,1085,0.87,15,Lecture,28,200,2.0,3,1
181,0.91,15,31.86,55,1560,0.49,15,Empty,35,200,2.0,3,1
196,0.98,0,32.24,45,1564,0.86,18,Empty,35,200,2.0,3,1
88,0.44,14,28.63,59,887,0.66,15,Networking,42,200,1.5,2,1
118,0.59,22,30.55,74,1168,0.4,18,Networking,40,200,2.5,4,1
180,0.9,10,34.01,72,1509,0.63,12,Lecture,41,200,1.5,4,1
41,0.2,22,24.64,69,604,0.9,11,Empty,34,200,1.5,2,0
190,0.95,8,32.12,51,1603,0.86,11,Networking,35,200,2.5,2,1
171,0.85,10,31.17,71,1377,0.7,13,Networking,29,200,2.5,3,1
170,0.85,25,32.99,45,1495,0.48,17,Lecture,34,200,2.5,3,1
127,0.64,18,30.18,73,1205,0.35,10,Lecture,33,200,1.5,3,1
161,0.81,24,32.01,44,1335,0.28,14,Networking,35,200,2.5,4,1
140,0.7,18,31.55,75,1236,0.96,14,Empty,39,200,1.5,1,1
93,0.47,20,28.63,48,1013,0.32,17,Lecture,30,200,1.5,2,1
120,0.6,20,28.34,56,1134,0.65,16,Networking,37,200,2.5,1,1
167,0.83,22,30.4,62,1384,0.71,12,Lecture,31,200,2.0,4,1
145,0.72,17,30.97,75,1227,0.22,15,Empty,28,200,2.5,3,1
200,1.0,22,33.53,46,1625,0.2,15,Networking,28,200,2.5,3,1
16,0.08,7,26.44,69,510,0.71,10,Empty,42,200,2.0,1,0
141,0.7,2,31.76,47,1322,0.93,12,Networking,33,200,1.5,4,1
161,0.81,8,31.89,73,1319,0.93,15,Lecture,31,200,2.0,1,1
85,0.42,25,27.93,56,916,0.38,11,Empty,42,200,1.5,4,1
105,0.53,16,29.49,64,1030,0.94,18,Lecture,31,200,2.0,3,1
22,0.11,9,23.17,73,606,0.53,13,Lecture,29,200,2.0,4,1
148,0.74,17,30.0,55,1338,0.56,11,Empty,40,200,1.5,1,1
11,0.06,19,24.21,63,431,0.97,17,Lecture,28,200,1.5,4,0
161,0.81,24,30.84,64,1426,0.52,15,Networking,39,200,1.5,2,1
119,0.59,0,30.79,59,1144,0.62,9,Networking,35,200,1.5,4,1
160,0.8,16,32.29,47,1382,0.92,18,Empty,28,200,2.5,4,1
199,0.99,25,32.67,53,1562,0.66,10,Empty,36,200,1.5,2,1
130,0.65,16,29.39,68,1157,0.96,13,Lecture,28,200,2.5,2,1
191,0.95,8,34.09,45,1542,0.72,16,Empty,38,200,2.5,1,1
93,0.47,7,27.85,67,916,0.24,9,Networking,33,200,2.0,4,1
121,0.6,2,29.48,44,1056,0.6,10,Empty,28,200,2.0,1,1
199,0.99,6,34.78,53,1535,0.46,17,Networking,40,200,2.5,4,1
186,0.93,17,33.57,46,1548,0.77,18,Empty,30,200,2.0,2,1
38,0.19,1,25.58,59,649,0.31,13,Empty,36,200,2.0,2,0
178,0.89,11,34.27,57,1483,0.26,16,Networking,40,200,2.5,4,1
166,0.83,9,33.03,59,1340,0.53,13,Networking,34,200,2.0,3,1
80,0.4,16,29.02,42,848,0.6,9,Lecture,41,200,2.5,1,1
151,0.76,6,31.18,49,1381,0.35,17,Networking,29,200,1.5,4,1
81,0.41,6,29.48,58,956,0.99,11,Empty,41,200,1.5,1,1
22,0.11,10,25.12,52,602,0.8,16,Empty,36,200,1.5,4,0
142,0.71,9,30.43,61,1218,0.64,10,Empty,32,200,2.0,4,1
70,0.35,5,25.1,57,837,0.59,17,Empty,28,200,1.5,1,0
121,0.6,14,30.9,54,1188,0.99,13,Networking,36,200,2.5,2,1
158,0.79,4,31.32,62,1405,0.81,12,Empty,41,200,2.5,3,1
67,0.34,23,27.51,48,797,0.64,13,Lecture,42,200,2.0,1,1
70,0.35,2,28.04,57,860,0.84,11,Networking,37,200,2.5,1,1
64,0.32,18,26.65,75,735,0.33,18,Lecture,38,200,2.5,3,1
26,0.13,6,24.51,59,571,0.89,11,Lecture,32,200,2.5,3,1
83,0.41,15,27.57,59,851,0.65,17,Empty,39,200,2.5,1,1
65,0.33,5,28.26,63,845,0.84,9,Empty,41,200,1.5,2,1
92,0.46,15,29.1,46,1008,0.89,16,Networking,42,200,2.5,4,1
1,0.01,11,22.57,65,366,0.86,13,Networking,31,200,2.5,4,-1
176,0.88,20,31.49,69,1495,0.84,10,Networking,35,200,2.0,1,1
108,0.54,4,29.47,47,1041,0.88,14,Networking,38,200,1.5,2,1
110,0.55,3,29.21,53,1057,0.71,11,Empty,39,200,2.0,3,1
44,0.22,0,25.25,51,720,0.97,11,Empty,35,200,2.0,2,1
9,0.04,11,23.84,66,396,0.4,18,Lecture,33,200,2.0,4,-1
66,0.33,9,27.59,57,782,0.89,14,Empty,39,200,1.5,2,1
142,0.71,9,29.37,67,1191,0.4,10,Lecture,33,200,2.0,2,1
178,0.89,12,32.1,72,1525,0.37,17,Empty,38,200,2.0,2,1
37,0.18,10,25.82,50,649,0.62,17,Lecture,42,200,2.5,4,0
179,0.9,7,32.03,73,1518,0.29,18,Empty,38,200,2.0,3,1
148,0.74,25,29.89,53,1320,0.33,18,Lecture,37,200,2.5,1,1
5,0.03,13,23.51,75,363,0.49,11,Lecture,32,200,1.5,2,1
200,1.0,3,34.36,73,1619,0.82,18,Networking,36,200,2.0,4,1
35,0.17,24,26.25,48,657,0.69,10,Empty,41,200,2.5,1,0
167,0.83,12,32.65,61,1386,0.96,18,Empty,40,200,2.5,4,1
132,0.66,16,31.31,70,1233,0.72,18,Networking,34,200,2.0,3,1
126,0.63,22,30.65,52,1097,0.23,14,Empty,40,200,2.0,1,1
159,0.8,25,32.31,54,1295,0.23,17,Networking,32,200,2.0,2,1
142,0.71,18,29.47,64,1238,0.74,9,Lecture,36,200,2.5,3,1
183,0.92,2,31.66,72,1538,0.62,13,Empty,28,200,2.5,4,1
97,0.48,4,26.57,71,994,0.74,11,Networking,30,200,1.5,1,1
138,0.69,3,29.43,61,1205,0.86,18,Lecture,29,200,1.5,1,1
195,0.97,14,32.56,48,1558,0.92,15,Empty,39,200,2.0,2,1
105,0.53,17,29.31,56,1037,0.78,12,Lecture,42,200,2.5,2,1
95,0.47,19,27.96,51,996,0.85,14,Networking,42,200,1.5,4,1
43,0.21,22,26.09,48,653,0.36,14,Lecture,38,200,1.5,2,0
91,0.46,10,26.28,68,951,0.93,14,Lecture,31,200,2.5,4,1
93,0.47,6,27.98,53,964,0.68,11,Lecture,38,200,2.5,4,1
11,0.06,10,24.47,43,448,0.8,16,Networking,41,200,1.5,3,0
8,0.04,11,25.18,45,497,0.41,13,Empty,35,200,2.0,1,0
80,0.4,2,27.16,75,921,0.27,15,Networking,35,200,1.5,2,1
57,0.28,2,25.9,42,719,0.9,10,Networking,33,200,2.0,4,0
18,0.09,18,25.27,57,455,0.81,10,Lecture,34,200,2.5,3,0
133,0.67,5,29.21,71,1157,0.91,16,Empty,37,200,2.5,1,1
20,0.1,14,24.22,57,440,0.48,16,Lecture,29,200,2.0,1,0
196,0.98,2,32.78,43,1584,0.47,9,Empty,37,200,1.5,4,1
28,0.14,25,23.9,42,611,0.35,15,Networking,39,200,2.5,4,-1
17,0.09,24,24.03,66,539,0.22,9,Networking,40,200,1.5,2,-1
95,0.47,1,28.52,67,1042,0.52,13,Empty,29,200,2.5,2,1
162,0.81,4,31.13,50,1448,0.54,10,Empty,28,200,1.5,2,1
114,0.57,13,28.56,51,1135,0.89,12,Networking,32,200,1.5,3,1
76,0.38,6,26.82,74,856,0.23,11,Lecture,35,200,1.5,4,1
120,0.6,20,29.33,66,1199,0.37,13,Networking,41,200,2.0,1,1
141,0.7,21,30.93,45,1309,0.79,14,Lecture,39,200,2.5,2,1
78,0.39,21,27.6,55,932,0.23,12,Networking,38,200,1.5,3,1
133,0.67,17,31.03,67,1134,0.75,10,Empty,40,200,1.5,1,1
142,0.71,7,30.27,60,1233,0.5,17,Lecture,36,200,2.0,1,1
144,0.72,16,31.78,65,1286,0.74,16,Networking,35,200,2.5,4,1
92,0.46,12,28.58,65,973,0.96,14,Empty,37,200,2.5,1,1
148,0.74,21,31.02,60,1254,0.93,16,Empty,28,200,2.0,1,1
102,0.51,18,29.37,48,1063,0.98,14,Empty,39,200,2.0,2,1
120,0.6,14,29.87,71,1108,0.27,16,Empty,35,200,2.5,2,1
13,0.07,23,24.36,57,417,0.31,14,Networking,29,200,2.5,3,1
85,0.42,11,26.81,55,902,0.7,14,Networking,28,200,2.0,3,1
127,0.64,7,28.96,40,1153,0.3,9,Lecture,28,200,2.0,1,1
115,0.57,23,28.29,58,1068,0.29,10,Networking,32,200,2.5,4,1
128,0.64,13,29.74,40,1216,0.74,11,Empty,42,200,1.5,1,1
169,0.84,3,33.18,55,1438,0.51,16,Empty,35,200,2.5,2,1
11,0.06,11,23.28,40,424,0.51,11,Empty,38,200,2.5,4,-1
148,0.74,2,29.6,48,1258,0.64,13,Networking,37,200,1.5,2,1
109,0.55,19,29.66,41,1044,0.68,17,Empty,40,200,2.5,1,1
60,0.3,12,27.36,63,778,0.32,16,Lecture,35,200,1.5,3,1
8,0.04,2,22.97,52,528,0.45,15,Lecture,37,200,1.5,3,-1
53,0.27,16,27.73,41,797,0.9,9,Lecture,41,200,2.5,1,1
110,0.55,14,30.92,53,986,0.43,10,Networking,41,200,2.5,2,1
173,0.86,15,33.68,52,1489,0.27,16,Lecture,37,200,2.5,4,1
195,0.97,3,33.07,47,1602,0.92,18,Lecture,34,200,1.5,1,1
187,0.94,9,32.34,51,1523,0.27,13,Lecture,32,200,1.5,4,1
27,0.14,2,23.81,71,615,0.23,16,Lecture,36,200,1.5,1,1
13,0.07,13,23.46,60,488,0.25,12,Networking,39,200,2.0,2,-1
34,0.17,19,26.81,40,681,0.51,12,Lecture,37,200,2.5,4,0
42,0.21,0,24.4,62,657,0.8,9,Networking,29,200,2.5,2,1
5,0.03,15,23.79,70,491,0.35,15,Empty,40,200,1.5,2,-1
26,0.13,19,25.95,57,581,0.41,9,Lecture,38,200,1.5,2,0
200,1.0,17,33.9,55,1626,0.36,13,Lecture,32,200,2.5,3,1
67,0.34,0,25.79,64,873,0.51,11,Empty,29,200,1.5,2,-1
124,0.62,10,30.7,57,1141,0.95,13,Networking,39,200,2.0,4,1
91,0.46,20,28.38,51,867,0.35,15,Lecture,39,200,2.5,3,1
125,0.62,12,30.66,69,1149,0.47,17,Empty,39,200,2.0,3,1
44,0.22,23,25.79,74,650,0.44,10,Empty,37,200,2.5,3,1
5,0.03,16,23.82,56,423,0.41,17,Empty,41,200,1.5,1,-1
151,0.76,11,31.27,44,1284,0.43,13,Networking,33,200,1.5,3,1
186,0.93,25,33.11,62,1478,0.35,13,Empty,35,200,1.5,1,1
80,0.4,25,27.06,46,887,0.23,9,Networking,35,200,2.5,4,1
55,0.28,12,25.85,56,737,0.26,9,Networking,28,200,2.5,1,0
149,0.74,3,32.43,47,1338,0.78,14,Empty,41,200,2.5,2,1
43,0.21,9,25.09,69,641,0.2,14,Empty,38,200,1.5,3,0
114,0.57,24,29.8,55,1108,0.92,10,Lecture,31,200,1.5,3,1
153,0.77,25,29.86,64,1265,0.95,16,Networking,29,200,1.5,3,1
15,0.07,3,25.26,40,520,0.37,13,Lecture,31,200,2.0,4,-1
32,0.16,10,24.37,49,648,0.86,18,Empty,40,200,2.0,1,0
140,0.7,5,29.02,40,1204,0.77,15,Lecture,28,200,2.0,3,1
37,0.18,12,25.67,44,634,0.37,18,Lecture,32,200,1.5,3,0
9,0.04,3,23.5,55,384,0.9,12,Networking,28,200,1.5,1,-1
141,0.7,13,29.44,74,1201,0.32,9,Empty,35,200,1.5,4,1
157,0.79,11,31.44,46,1272,0.61,17,Lecture,42,200,2.5,3,1
116,0.58,23,29.22,61,1076,0.9,18,Empty,33,200,2.0,4,1
178,0.89,8,31.75,45,1548,0.45,11,Empty,42,200,2.5,2,1
1,0.01,1,25.19,43,479,0.57,9,Empty,37,200,1.5,4,1
171,0.85,0,32.85,71,1446,0.96,17,Empty,35,200,2.0,1,1
133,0.67,15,29.02,40,1128,0.79,11,Lecture,32,200,1.5,3,1
77,0.39,14,26.69,52,782,0.33,11,Lecture,39,200,1.5,1,-1
55,0.28,16,27.59,68,696,0.62,13,Networking,42,200,2.5,3,1
7,0.04,8,23.58,53,475,0.47,11,Networking,36,200,1.5,2,-1
25,0.12,2,25.92,49,475,0.24,13,Lecture,42,200,1.5,1,0
65,0.33,0,26.81,53,860,0.54,12,Networking,28,200,2.0,1,0
83,0.41,12,25.65,45,866,0.93,12,Lecture,28,200,1.5,1,0
152,0.76,21,31.33,53,1250,0.94,15,Empty,36,200,2.0,4,1
74,0.37,5,26.36,75,791,1.0,18,Networking,32,200,2.0,4,1
191,0.95,24,32.12,65,1626,0.87,17,Lecture,29,200,1.5,2,1
18,0.09,20,25.44,56,515,0.77,9,Empty,35,200,2.5,4,-1
138,0.69,9,29.96,72,1165,0.29,17,Empty,37,200,2.0,1,1
129,0.65,6,31.02,55,1119,0.75,13,Empty,38,200,2.0,1,1
152,0.76,2,32.83,44,1362,0.31,13,Empty,39,200,1.5,1,1
19,0.1,17,23.88,51,449,0.65,18,Empty,28,200,2.0,1,-1
178,0.89,3,34.0,56,1542,0.5,13,Lecture,38,200,2.0,4,1
68,0.34,23,27.03,61,844,0.51,18,Networking,28,200,2.5,3,1
194,0.97,19,32.94,71,1487,0.39,11,Empty,32,200,2.5,1,1
152,0.76,19,31.25,61,1322,0.73,16,Empty,31,200,2.5,2,1
140,0.7,19,30.01,41,1275,0.55,13,Empty,28,200,1.5,3,1
22,0.11,25,24.97,57,468,0.37,11,Empty,41,200,1.5,3,-1
105,0.53,24,28.09,58,1104,0.7,14,Lecture,35,200,1.5,1,1
136,0.68,17,29.03,61,1290,0.63,9,Lecture,28,200,2.5,1,1
27,0.14,9,24.32,41,558,0.25,14,Lecture,30,200,2.5,2,0
18,0.09,14,23.41,67,531,0.74,17,Lecture,39,200,2.5,1,-1
186,0.93,15,32.81,57,1454,0.61,9,Networking,38,200,1.5,3,1
26,0.13,3,24.9,44,598,0.99,10,Empty,30,200,2.0,3,0
172,0.86,24,32.97,57,1467,0.41,16,Empty,33,200,1.5,1,1
138,0.69,9,29.4,64,1200,0.42,17,Lecture,29,200,2.5,2,1
146,0.73,5,31.02,44,1253,0.69,14,Networking,35,200,1.5,4,1
84,0.42,9,28.54,54,847,0.36,15,Networking,41,200,1.5,1,1
31,0.15,14,25.47,41,652,0.83,18,Empty,28,200,1.5,3,0
141,0.7,22,30.26,57,1320,0.79,18,Empty,40,200,1.5,1,1
67,0.34,16,28.33,58,873,0.3,15,Empty,40,200,1.5,3,1
40,0.2,25,25.52,63,689,0.23,13,Empty,32,200,1.5,1,0
33,0.17,16,25.34,69,644,0.69,9,Networking,29,200,1.5,2,1
57,0.28,0,25.03,67,681,0.44,17,Lecture,34,200,2.5,1,0
37,0.18,14,27.09,46,686,0.99,14,Networking,42,200,2.0,4,1
134,0.67,12,32.1,66,1127,0.69,12,Empty,39,200,2.0,2,1
148,0.74,1,31.96,61,1282,0.97,18,Lecture,41,200,1.5,2,1
118,0.59,11,30.48,52,1066,0.95,17,Empty,42,200,1.5,4,1
3,0.01,17,22.19,47,415,0.59,9,Lecture,34,200,2.0,1,-1
148,0.74,23,29.57,71,1251,0.61,15,Empty,34,200,1.5,2,1
90,0.45,6,29.09,53,918,0.77,10,Lecture,32,200,2.5,1,1
54,0.27,7,25.6,56,760,0.62,10,Networking,36,200,1.5,4,-1
97,0.48,19,29.08,51,988,0.97,16,Lecture,33,200,1.5,3,1
116,0.58,24,30.01,53,1045,0.62,10,Empty,40,200,1.5,4,1
112,0.56,23,27.72,52,994,0.87,17,Lecture,29,200,2.0,2,1
89,0.45,14,26.78,70,975,0.67,16,Empty,30,200,1.5,2,1
87,0.43,18,27.3,52,842,0.48,14,Lecture,32,200,2.0,2,1
64,0.32,12,26.39,67,814,0.5,13,Empty,30,200,2.0,3,0
179,0.9,10,32.76,45,1521,0.7,14,Networking,36,200,2.0,3,1
110,0.55,11,29.46,69,1097,0.26,16,Networking,33,200,2.0,1,1
198,0.99,17,31.57,75,1621,0.74,16,Networking,29,200,1.5,4,1
46,0.23,9,24.74,60,631,0.87,17,Networking,39,200,2.0,1,-1
136,0.68,20,29.22,65,1255,0.35,17,Lecture,36,200,2.5,4,1
131,0.66,18,30.17,66,1111,0.36,10,Empty,39,200,1.5,2,1
100,0.5,19,28.95,46,1055,0.59,15,Lecture,33,200,2.0,2,1
14,0.07,0,23.88,65,529,0.55,10,Networking,31,200,2.5,4,-1
154,0.77,12,32.76,57,1391,0.4,11,Networking,40,200,1.5,4,1
124,0.62,13,28.93,56,1149,0.91,15,Networking,39,200,2.5,2,1
30,0.15,12,26.33,67,597,0.65,11,Networking,38,200,1.5,4,-1
68,0.34,8,25.92,62,857,0.36,13,Empty,37,200,2.5,2,-1
21,0.1,19,25.77,60,598,0.5,18,Empty,38,200,1.5,1,0
82,0.41,0,26.81,45,840,0.59,13,Lecture,28,200,2.5,2,0
10,0.05,4,23.92,42,482,0.89,12,Empty,42,200,2.0,3,-1
157,0.79,2,30.54,52,1371,0.81,13,Lecture,30,200,1.5,3,1
52,0.26,21,25.25,47,680,0.53,14,Networking,36,200,2.0,1,-1
75,0.38,16,28.17,57,861,0.44,16,Lecture,38,200,1.5,1,1
77,0.39,20,29.03,49,899,0.32,13,Empty,40,200,2.5,2,1
84,0.42,12,26.23,41,911,0.99,18,Networking,29,200,2.0,3,1
199,0.99,1,32.99,46,1612,0.32,12,Empty,32,200,2.0,3,1
113,0.56,21,29.25,68,1133,0.21,14,Networking,36,200,2.5,4,1
190,0.95,7,31.86,52,1466,0.8,15,Empty,35,200,1.5,4,1
200,1.0,15,32.57,64,1597,0.71,13,Empty,29,200,2.0,2,1
93,0.47,0,27.94,67,910,0.51,15,Networking,37,200,2.0,4,1
183,0.92,10,32.64,69,1465,0.91,13,Networking,35,200,2.5,4,1
172,0.86,9,31.99,71,1398,0.52,13,Networking,36,200,2.5,4,1
48,0.24,20,26.76,49,609,0.24,13,Empty,39,200,2.5,4,-1
41,0.2,24,25.75,51,660,0.61,17,Lecture,40,200,1.5,1,-1
167,0.83,11,32.38,52,1436,0.26,16,Empty,38,200,1.5,2,1
197,0.98,21,31.86,59,1537,0.49,14,Networking,33,200,2.0,3,1
128,0.64,17,31.15,41,1170,0.98,12,Lecture,34,200,1.5,4,1
119,0.59,22,30.0,71,1178,0.81,18,Empty,41,200,2.0,2,1
199,0.99,11,33.07,74,1564,0.41,10,Empty,31,200,2.5,1,1
1,0.01,14,23.0,66,485,0.57,15,Empty,38,200,2.0,2,-1
150,0.75,2,30.49,72,1223,0.26,16,Networking,29,200,2.5,4,1
79,0.4,6,29.31,64,934,0.49,14,Empty,42,200,2.0,1,1
194,0.97,2,33.9,67,1641,0.36,13,Empty,31,200,1.5,4,1
93,0.47,22,29.98,52,983,0.64,12,Empty,42,200,2.5,3,1
114,0.57,6,29.89,70,1106,0.87,15,Lecture,40,200,1.5,1,1
25,0.12,7,26.41,40,515,0.24,16,Empty,40,200,2.0,4,-1
194,0.97,19,32.44,44,1605,0.43,14,Networking,28,200,1.5,3,1
185,0.93,5,32.96,58,1443,1.0,13,Lecture,35,200,2.5,3,1
90,0.45,16,29.58,54,928,0.97,17,Networking,36,200,1.5,1,1
21,0.1,5,25.96,71,577,0.7,13,Lecture,36,200,2.0,1,1
196,0.98,20,32.81,55,1652,0.59,14,Empty,39,200,1.5,1,1
120,0.6,9,28.85,45,1141,0.94,12,Networking,36,200,1.5,1,1
36,0.18,22,24.58,75,642,0.39,9,Networking,40,200,1.5,1,1
199,0.99,7,32.87,63,1579,0.69,9,Networking,35,200,2.0,2,1
21,0.1,13,24.04,68,493,0.22,15,Lecture,36,200,2.0,2,0
57,0.28,23,25.44,64,770,0.64,17,Networking,29,200,2.5,4,0
34,0.17,23,25.03,58,673,0.24,14,Lecture,29,200,2.5,2,1
155,0.78,21,31.76,72,1285,0.98,10,Networking,29,200,2.0,3,1
93,0.47,21,28.65,69,907,0.98,15,Lecture,32,200,1.5,1,1
28,0.14,11,24.32,47,628,0.46,11,Lecture,41,200,2.0,4,0
55,0.28,14,26.47,43,740,0.45,17,Lecture,33,200,2.5,3,-1
182,0.91,17,33.52,48,1464,0.82,10,Networking,41,200,2.5,1,1
166,0.83,17,30.95,57,1320,0.58,10,Empty,34,200,1.5,3,1
94,0.47,6,26.71,72,938,0.54,11,Lecture,29,200,2.0,3,1
95,0.47,16,29.08,42,1000,0.95,10,Networking,39,200,2.5,3,1
174,0.87,20,33.1,40,1515,0.53,16,Empty,35,200,2.5,2,1
34,0.17,4,24.43,44,663,0.47,12,Lecture,36,200,2.0,2,1
13,0.07,16,23.17,56,483,0.95,16,Networking,28,200,1.5,2,-1
25,0.12,13,25.5,63,614,0.45,10,Lecture,30,200,2.5,1,0
76,0.38,20,28.05,43,859,0.34,9,Networking,29,200,2.0,4,1
66,0.33,9,28.01,57,822,0.51,13,Networking,34,200,2.0,2,1
111,0.56,0,28.91,64,993,0.26,16,Empty,41,200,1.5,2,1
172,0.86,15,32.05,54,1399,0.5,17,Empty,31,200,1.5,4,1
156,0.78,22,31.83,73,1384,0.59,14,Lecture,40,200,2.5,3,1
182,0.91,3,33.25,40,1432,0.44,14,Lecture,28,200,2.5,2,1
162,0.81,23,30.89,66,1344,0.78,13,Lecture,42,200,2.0,2,1
188,0.94,14,32.26,54,1605,0.58,11,Lecture,36,200,2.0,1,1
77,0.39,5,28.69,69,892,0.97,15,Networking,41,200,2.5,3,1
114,0.57,12,28.89,52,1109,0.42,18,Networking,28,200,1.5,3,1
51,0.26,21,26.14,75,665,0.5,17,Networking,40,200,2.5,2,1
60,0.3,6,27.39,70,812,0.91,15,Networking,31,200,2.0,3,1
152,0.76,4,31.27,46,1289,0.85,14,Networking,30,200,2.5,2,1
196,0.98,14,33.21,67,1539,0.99,13,Lecture,32,200,1.5,4,1
38,0.19,7,27.08,56,698,0.89,9,Networking,41,200,2.0,4,1
180,0.9,24,31.7,74,1480,0.87,15,Networking,39,200,2.5,2,1
12,0.06,23,23.39,73,466,0.92,14,Empty,29,200,1.5,1,1
9,0.04,22,25.28,53,388,0.21,17,Lecture,39,200,1.5,1,1
116,0.58,25,29.25,55,1120,0.93,13,Networking,30,200,1.5,3,1
62,0.31,25,27.86,51,813,0.38,17,Lecture,38,200,1.5,1,1
112,0.56,23,28.76,42,1090,0.48,9,Networking,29,200,2.0,1,1
46,0.23,4,27.3,52,603,0.42,14,Networking,42,200,2.0,1,1
28,0.14,6,26.02,48,557,0.53,9,Empty,38,200,2.0,1,1
2,0.01,1,23.98,40,353,0.95,18,Empty,29,200,2.0,4,-1
112,0.56,22,27.96,58,998,0.36,10,Networking,35,200,1.5,2,1
42,0.21,10,23.73,45,575,0.92,11,Lecture,29,200,2.0,3,-1
118,0.59,9,30.04,49,1033,0.3,17,Networking,34,200,1.5,4,1
23,0.12,23,24.57,66,617,0.69,11,Lecture,41,200,1.5,4,0
99,0.49,24,27.63,50,919,0.59,18,Lecture,30,200,2.0,4,1
9,0.04,24,25.38,75,376,0.86,9,Lecture,42,200,2.5,1,1
188,0.94,2,31.12,69,1539,0.35,15,Lecture,30,200,2.5,1,1
74,0.37,9,28.62,47,873,0.8,17,Empty,37,200,2.5,3,1
